,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track.num_samples,track.duration,track.offset_seconds,track.window_seconds,track.analysis_sample_rate,track.analysis_channels,track.end_of_fade_in,track.start_of_fade_out,track.loudness,track.tempo,track.tempo_confidence,track.time_signature,track.time_signature_confidence,track.key,track.key_confidence,track.mode,track.mode_confidence,identity,Song_Name
28,0.669,0.352,1,-11.18,1,0.455,0.322,0.0,0.484,0.528,76.851,255947,4,5643624,255.94667,0,0,22050,1,0.0,255.94667,-11.18,76.851,0.366,4,0.894,1,0.444,1,0.397,7,Time Alone With You (feat. Daniel Caesar)
29,0.552,0.741,11,-5.419,0,0.0542,0.284,8.2e-05,0.334,0.718,69.709,277046,4,6108869,277.0462,0,0,22050,1,0.0,272.79382,-5.419,69.709,0.001,4,0.626,11,0.408,0,0.491,7,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra)
30,0.658,0.499,6,-8.906,1,0.116,0.161,0.0,0.118,0.633,109.893,204290,5,4504585,204.28957,0,0,22050,1,0.07546,197.17805,-8.906,109.893,0.0,5,0.945,6,0.317,1,0.485,7,Tyrant (feat. Daniel Caesar) - Remix
31,0.642,0.527,2,-9.444,1,0.0534,0.808,4.28e-05,0.154,0.566,133.062,261291,4,5761472,261.29126,0,0,22050,1,0.4473,258.00854,-9.444,133.062,0.481,4,0.961,2,0.656,1,0.644,7,ENTROPY
32,0.397,0.48,6,-9.005,1,0.0494,0.277,3.88e-05,0.111,0.184,117.079,341987,3,7540806,341.98666,0,0,22050,1,0.0,331.08173,-9.005,117.079,0.012,3,0.644,6,0.333,1,0.51,7,Matthew in the Middle (feat. Daniel Caesar)
33,0.643,0.657,10,-4.225,0,0.0312,0.064,4.51e-05,0.448,0.48,104.969,223974,4,4938624,223.97388,0,0,22050,1,2.11302,212.77025,-4.225,104.969,0.39,4,1.0,10,0.145,0,0.357,7,Fucked Up (feat. Daniel Caesar)
34,0.603,0.561,1,-10.336,1,0.289,0.462,0.0,0.107,0.323,93.191,377852,4,8331638,377.85205,0,0,22050,1,0.0629,359.4333,-10.336,93.191,0.377,4,1.0,1,0.401,1,0.626,7,HER Love [Feat. Daniel Caesar with special guest Dwele]
35,0.576,0.604,1,-9.712,1,0.332,0.563,0.0,0.113,0.352,93.01,269947,4,5952324,269.94666,0,0,22050,1,0.0,264.97452,-9.712,93.01,0.187,4,1.0,1,0.302,1,0.466,7,HER Love [Feat. Daniel Caesar]
36,0.567,0.429,0,-7.792,1,0.462,0.368,0.0,0.522,0.586,79.153,256240,4,5650092,256.24,0,0,22050,1,0.0,256.24,-7.792,79.153,0.157,4,0.876,0,0.288,1,0.355,7,Time Alone With You (feat. Daniel Caesar)
37,0.389,0.51,6,-8.759,1,0.129,0.346,5.26e-05,0.111,0.117,140.808,342253,4,7546686,342.25333,0,0,22050,1,0.08122,331.1572,-8.759,140.808,0.155,4,0.724,6,0.679,1,0.733,7,Matthew In The Middle (feat. Daniel Caesar)
38,0.843,0.478,7,-8.969,1,0.0474,0.111,0.216,0.09,0.539,144.002,293709,4,6476291,293.70935,0,0,22050,1,0.38998,262.45514,-8.969,144.002,0.326,4,0.985,7,0.469,1,0.522,7,Made to Fall in Love
39,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4,4367700,198.08163,0,0,22050,1,0.19147,191.27438,-6.181,90.03,0.33,4,1.0,0,0.553,1,0.561,7,Peaches
40,0.315,0.227,5,-13.27,0,0.0313,0.904,0.0,0.377,0.199,140.071,312115,4,6882130,312.11475,0,0,22050,1,0.0,297.3373,-13.27,140.071,0.09,4,0.844,5,0.116,0,0.631,7,Won't Live Here
41,0.681,0.568,11,-6.264,0,0.136,0.439,0.000173,0.446,0.301,140.004,229402,4,5058304,229.40154,0,0,22050,1,0.0,220.08453,-6.264,140.004,0.394,4,0.96,11,0.449,0,0.501,7,FRONTAL LOBE MUZIK
42,0.506,0.412,7,-5.64,1,0.137,0.667,0.0,0.0983,0.195,173.115,192827,3,4251828,192.82668,0,0,22050,1,0.23361,176.49487,-5.64,173.115,0.166,3,1.0,7,0.738,1,0.721,7,"Figures, a Reprise"
43,0.543,0.327,0,-12.749,1,0.0625,0.933,1.22e-06,0.685,0.291,68.974,181908,4,4011072,181.90804,0,0,22050,1,0.0,181.90802,-12.749,68.974,0.111,4,0.723,0,0.261,1,0.395,7,Neu Roses (Transgressor's Song)
44,0.476,0.592,10,-7.252,1,0.337,0.728,3.06e-06,0.115,0.578,79.68,221132,4,4875962,221.13206,0,0,22050,1,2.33941,218.83646,-7.252,79.68,0.036,4,0.946,10,0.398,1,0.354,7,CYANIDE REMIX (feat. Koffee)
45,0.544,0.479,10,-8.606,1,0.18,0.752,0.0,0.116,0.726,80.905,182545,4,4025127,182.54544,0,0,22050,1,2.04336,171.6419,-8.606,80.905,0.191,4,0.888,10,0.382,1,0.419,7,Cyanide
46,0.191,0.314,9,-10.949,0,0.0347,0.862,2.57e-06,0.171,0.121,70.03,88916,5,1960603,88.91624,0,0,22050,1,0.43533,85.13596,-10.949,70.03,0.07,5,0.538,9,0.709,0,0.629,7,A Cappella
47,0.514,0.204,11,-8.917,0,0.0665,0.66,0.00457,0.262,0.247,123.111,230585,5,5084400,230.58504,0,0,22050,1,0.0,217.7277,-8.917,123.111,0.086,5,0.304,11,0.332,0,0.509,7,COMPLEXITIES
48,0.265,0.473,8,-8.379,1,0.0447,0.899,0.078,0.226,0.143,120.909,152250,3,3357112,152.24998,0,0,22050,1,0.3424,148.92699,-8.379,120.909,0.0,3,0.048,8,0.368,1,0.482,7,West
49,0.596,0.191,2,-12.623,0,0.0326,0.774,2.9e-06,0.0622,0.374,75.786,225254,4,4966855,225.2542,0,0,22050,1,2.15365,213.7629,-12.623,75.786,0.225,4,0.62,2,0.343,0,0.472,7,Little Rowboat
0,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,210560,4,4642848,210.56,0,0,22050,1,0.0,206.15837,-6.509,130.041,0.237,4,0.987,1,0.267,1,0.378,8,Need To Know
1,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173,4,4105122,186.17332,0,0,22050,1,0.0,177.92871,-6.414,128.986,0.917,4,1.0,8,0.622,1,0.538,8,You Right
2,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627,4,3806418,172.62666,0,0,22050,1,0.44735,169.86559,-4.175,107.998,0.912,4,1.0,5,0.839,0,0.615,8,Woman
3,0.693,0.58,9,-6.757,0,0.368,0.215,0.00208,0.0643,0.89,199.343,176733,4,3896970,176.73334,0,0,22050,1,0.0,171.1717,-6.757,199.343,0.174,4,1.0,9,0.445,0,0.368,8,Ride
4,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,4,4605510,208.86667,0,0,22050,1,0.49211,206.45442,-3.541,110.968,0.877,4,0.965,8,0.749,1,0.696,8,Kiss Me More (feat. SZA)
5,0.841,0.527,6,-8.116,1,0.149,0.0427,1.54e-06,0.12,0.582,163.975,174164,4,3840317,174.16405,0,0,22050,1,2.0898,169.93524,-8.116,163.975,0.538,4,1.0,6,0.297,1,0.463,8,SCOOP (feat. Doja Cat)
6,0.882,0.56,1,-6.538,1,0.428,0.118,0.0,0.0905,0.551,91.287,126131,5,2781197,126.13138,0,0,22050,1,0.0,126.13139,-6.538,91.287,0.044,5,0.949,1,0.495,1,0.226,8,Doja Cat
7,0.855,0.488,3,-4.601,1,0.208,0.506,0.0,0.347,0.619,124.097,174253,4,3842286,174.25333,0,0,22050,1,0.07909,169.3141,-4.601,124.097,0.412,4,1.0,3,0.347,1,0.546,8,Ain't Shit
8,0.95,0.344,1,-10.532,1,0.249,0.0116,0.00208,0.0808,0.384,100.003,137509,4,3032064,137.50858,0,0,22050,1,0.0,126.601,-10.532,100.003,0.885,4,1.0,1,0.394,1,0.356,8,Doja Cat
9,0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,138293,4,3049368,138.29333,0,0,22050,1,0.07478,124.58086,-6.029,91.942,0.607,4,1.0,8,0.74,0,0.574,8,Get Into It (Yuh)
10,0.761,0.678,1,-8.042,1,0.368,0.111,0.0,0.0647,0.789,150.016,247115,4,5448894,247.11537,0,0,22050,1,0.0,242.95619,-8.042,150.016,0.438,4,1.0,1,0.587,1,0.573,8,Doja Cat
11,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173,4,4105122,186.17332,0,0,22050,1,0.0,177.92871,-6.414,128.986,0.917,4,1.0,8,0.622,1,0.538,8,You Right
12,0.686,0.675,9,-6.917,0,0.211,0.535,0.0,0.0734,0.603,179.95,168000,3,3704400,168.0,0,0,22050,1,0.0,159.71846,-6.917,179.95,0.215,3,1.0,9,0.601,0,0.607,8,Doja Cat
13,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,155884,4,3437239,155.88385,0,0,22050,1,0.32231,150.12862,-4.12,94.018,0.339,4,1.0,4,0.0,1,0.0,8,Best Friend (feat. Doja Cat)
14,0.734,0.615,8,-8.029,0,0.117,0.0834,1.47e-05,0.211,0.529,116.975,266026,4,5865864,266.02557,0,0,22050,1,0.12186,260.2841,-8.029,116.975,0.656,4,0.988,8,0.691,0,0.587,8,Doja Cat
15,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,226987,4,5005056,226.98666,0,0,22050,1,0.0,222.9464,-8.433,90.035,0.133,4,0.959,11,0.035,1,0.094,8,Streets
16,0.479,0.812,9,-6.32,0,0.0423,0.18,0.938,0.15,0.628,180.135,119980,4,2645568,119.98041,0,0,22050,1,0.11039,119.98041,-6.32,180.135,0.089,4,1.0,9,0.715,0,0.661,8,Doja Cat
17,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667,4,4601100,208.66667,0,0,22050,1,0.0,206.01904,-3.463,110.97,0.902,4,0.995,8,0.727,1,0.675,8,Kiss Me More (feat. SZA)
18,0.78,0.495,3,-10.863,0,0.287,0.532,5.92e-06,0.144,0.478,145.045,162569,4,3584645,162.56892,0,0,22050,1,0.0,157.7912,-10.863,145.045,0.505,4,1.0,3,0.07,0,0.238,8,Doja Cat
19,0.861,0.552,7,-9.94,0,0.312,0.368,0.0,0.0965,0.627,100.003,172871,4,3811808,172.87111,0,0,22050,1,0.0,168.26921,-9.94,100.003,0.36,4,0.815,7,0.384,0,0.478,8,Doja Cat
20,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893,4,5245548,237.89333,0,0,22050,1,0.0,232.67557,-4.583,110.962,0.874,4,0.998,11,0.482,0,0.477,8,Say So
21,0.647,0.608,9,-6.831,1,0.42,0.13,0.0,0.0584,0.474,125.994,175238,4,3864000,175.2381,0,0,22050,1,0.0,168.44916,-6.831,125.994,0.442,4,1.0,9,0.0,1,0.099,8,Dick (feat. Doja Cat)
22,0.721,0.668,11,-7.423,1,0.049,0.177,0.0,0.11,0.449,101.061,171089,4,3772515,171.08913,0,0,22050,1,0.0,171.08911,-7.423,101.061,0.578,4,1.0,11,0.378,1,0.417,8,Doja Cat
23,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,210560,4,4642848,210.56,0,0,22050,1,0.0,206.15837,-6.509,130.041,0.237,4,0.987,1,0.267,1,0.378,8,Need To Know
24,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965,167990,4,3704174,167.98975,0,0,22050,1,0.21474,155.12671,-5.664,116.965,0.722,4,1.0,10,0.676,0,0.724,8,motive (with Doja Cat)
25,0.768,0.703,10,-7.43,1,0.375,0.148,0.000612,0.0767,0.0805,160.994,173776,4,3831750,173.77551,0,0,22050,1,0.0,173.77551,-7.43,160.994,0.384,4,1.0,10,0.0,1,0.0,8,Doja Cat
26,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,134240,4,2959983,134.2396,0,0,22050,1,0.0,128.33669,-4.593,125.989,0.923,4,1.0,10,0.512,0,0.52,8,Boss Bitch
27,0.82,0.423,10,-9.904,0,0.0617,0.152,0.0323,0.212,0.371,147.928,181704,4,4006573,181.704,0,0,22050,1,0.09995,181.704,-9.904,147.928,0.633,4,1.0,10,1.0,0,1.0,8,Doja Cat
28,0.826,0.457,6,-10.637,1,0.279,0.39,0.0,0.0781,0.476,118.029,146441,4,3229017,146.44067,0,0,22050,1,0.0,130.96054,-10.637,118.029,0.317,4,1.0,6,0.818,1,0.475,8,Doja Cat
29,0.879,0.498,4,-6.027,0,0.18,0.239,0.0,0.0967,0.405,106.044,163173,4,3597972,163.17332,0,0,22050,1,0.0,147.67891,-6.027,106.044,0.809,4,1.0,4,0.259,0,0.267,8,Like That (feat. Gucci Mane)
30,0.684,0.55,8,-7.548,1,0.348,0.25,3.09e-06,0.607,0.184,161.2,166034,3,3661056,166.03429,0,0,22050,1,0.14494,161.55864,-7.548,161.2,0.066,3,0.144,8,0.35,1,0.485,8,Doja Cat
31,0.836,0.432,1,-12.602,1,0.557,0.594,0.0,0.0739,0.327,75.037,117342,4,2587392,117.34204,0,0,22050,1,0.0,112.91283,-12.602,75.037,0.263,4,0.868,1,0.582,1,0.391,8,Doja Cat
32,0.683,0.615,5,-5.737,1,0.0966,0.222,8.25e-06,0.154,0.45,77.014,188893,4,4165098,188.89333,0,0,22050,1,0.0,178.49179,-5.737,77.014,0.319,4,1.0,5,0.479,1,0.389,8,I Don't Do Drugs (feat. Ariana Grande)
33,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,155884,4,3437239,155.88385,0,0,22050,1,0.32231,150.12862,-4.12,94.018,0.339,4,1.0,4,0.0,1,0.0,8,Best Friend (feat. Doja Cat)
34,0.914,0.635,8,-8.025,1,0.322,0.373,0.0,0.111,0.258,102.555,246549,4,5436400,246.54875,0,0,22050,1,0.0,225.68054,-8.025,102.555,0.042,4,1.0,8,0.0,1,0.234,8,Doja Cat
35,0.651,0.724,7,-5.457,1,0.166,0.172,0.0,0.13,0.686,144.146,187040,4,4124232,187.04,0,0,22050,1,0.0,178.39891,-5.457,144.146,0.04,4,1.0,7,1.0,1,0.762,8,Rules
36,0.728,0.343,5,-13.976,0,0.325,0.0481,0.0,0.262,0.196,80.0,141151,4,3112372,141.15067,0,0,22050,1,0.0,135.75546,-13.976,80.0,0.13,4,1.0,5,0.0,0,0.229,8,Doja Cat
37,0.822,0.654,0,-4.623,1,0.132,0.019,0.0,0.233,0.421,119.884,211013,4,4652844,211.01334,0,0,22050,1,0.10435,206.84335,-4.623,119.884,0.223,4,0.881,0,0.956,1,0.738,8,Tia Tamera (feat. Rico Nasty)
38,0.525,0.345,10,-15.387,0,0.0617,0.388,0.783,0.134,0.559,132.963,227056,4,5006592,227.05634,0,0,22050,1,0.0,214.79619,-15.387,132.963,0.409,4,1.0,10,0.156,0,0.722,8,Doja Cat
39,0.688,0.716,7,-5.702,1,0.0385,0.0969,0.0,0.0989,0.373,116.912,284480,3,6272784,284.48,0,0,22050,1,0.46327,254.8216,-5.702,116.912,0.369,3,1.0,7,0.428,1,0.541,8,Freak
40,0.88,0.662,0,-5.766,1,0.304,0.205,0.0,0.227,0.726,109.988,182438,4,4022754,182.43782,0,0,22050,1,0.21424,170.8234,-5.766,109.988,0.351,4,1.0,0,0.468,1,0.516,8,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix"
41,0.888,0.31,7,-12.538,0,0.2,0.0387,0.0,0.117,0.171,124.06,154906,4,3415680,154.90611,0,0,22050,1,0.0,154.90613,-12.538,124.06,0.533,4,1.0,7,0.275,0,0.396,8,Doja Cat
42,0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,138293,4,3049368,138.29333,0,0,22050,1,0.07478,124.58086,-6.029,91.942,0.607,4,1.0,8,0.74,0,0.574,8,Get Into It (Yuh)
43,0.504,0.756,8,-7.787,0,0.302,0.163,0.0,0.122,0.895,93.423,80944,4,1784826,80.94449,0,0,22050,1,0.0,75.58095,-7.787,93.423,0.005,4,0.829,8,0.828,0,0.559,8,Doja Cat
44,0.842,0.522,7,-7.844,1,0.0985,0.293,6.91e-05,0.107,0.285,132.986,159160,4,3509478,159.16,0,0,22050,1,0.0,143.87663,-7.844,132.986,0.632,4,1.0,7,0.0,1,0.21,8,Options (feat. JID)
45,0.855,0.29,6,-17.916,0,0.124,0.634,0.189,0.111,0.288,120.017,288000,4,6350400,288.0,0,0,22050,1,0.0,279.24316,-17.916,120.017,0.251,4,1.0,6,0.256,0,0.335,8,Doja Cat
46,0.678,0.531,10,-5.029,1,0.0374,0.126,3.44e-05,0.377,0.176,99.008,177373,4,3911082,177.37334,0,0,22050,1,0.0,177.37334,-5.029,99.008,0.205,4,0.677,10,0.228,1,0.328,8,Been Like This
47,0.18,0.315,2,-26.555,0,0.0877,0.983,0.968,0.293,0.0555,98.83,327680,3,7225344,327.68,0,0,22050,1,2.72254,317.01624,-26.555,98.83,0.036,3,0.364,2,0.0,0,0.185,8,Doja Cat
48,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,210560,4,4642848,210.56,0,0,22050,1,0.0,206.15837,-6.509,130.041,0.237,4,0.987,1,0.267,1,0.378,8,Need To Know
49,0.863,0.454,1,-14.561,1,0.341,0.012,0.0,0.082,0.373,141.963,193095,4,4257745,193.09502,0,0,22050,1,2.56,172.5765,-14.561,141.963,0.494,4,0.984,1,0.409,1,0.496,8,Doja Cat
0,0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,257605,4,5680188,257.6049,0,0,22050,1,0.0,236.26305,-6.035,136.008,0.921,4,0.903,11,0.784,0,0.507,9,Way 2 Sexy (with Future & Young Thug)
1,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4,4387362,198.97333,0,0,22050,1,0.0,185.37651,-9.211,77.169,0.523,4,0.955,7,0.236,1,0.234,9,God's Plan
2,0.849,0.424,5,-9.579,0,0.324,0.0635,0.0,0.0834,0.153,145.887,242966,4,5357390,242.96553,0,0,22050,1,0.0,222.05243,-9.579,145.887,0.417,4,0.996,5,0.596,0,0.598,9,Knife Talk (with 21 Savage ft. Project Pat)
3,0.794,0.522,8,-7.829,1,0.159,0.0328,0.0,0.156,0.567,86.318,174133,4,3839640,174.13333,0,0,22050,1,3.04181,159.55011,-7.829,86.318,0.174,4,1.0,8,0.222,1,0.518,9,Started From the Bottom
4,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,291175,4,6420417,291.17538,0,0,22050,1,0.0,283.05124,-8.545,167.937,0.259,4,0.996,1,0.328,1,0.401,9,Fair Trade (with Travis Scott)
5,0.531,0.766,8,-7.692,1,0.0582,0.0056,0.0,0.201,0.532,130.048,179493,4,3957828,179.49333,0,0,22050,1,0.06961,173.98712,-7.692,130.048,0.889,4,0.936,8,0.332,1,0.516,9,I Found A Way
6,0.767,0.438,7,-8.726,0,0.29,0.181,0.0,0.142,0.381,86.975,221980,4,4894651,221.97964,0,0,22050,1,2.0898,209.02603,-8.726,86.975,0.158,4,0.997,7,0.487,0,0.557,9,Girls Want Girls (with Lil Baby)
7,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493,4,5765910,261.49252,0,0,22050,1,0.09338,239.64154,-8.871,133.976,0.097,4,0.629,0,0.158,1,0.368,9,Laugh Now Cry Later (feat. Lil Durk)
8,0.423,0.667,6,-7.012,0,0.326,0.758,0.0,0.246,0.496,86.743,336511,4,7420074,336.5113,0,0,22050,1,0.0,319.8549,-7.012,86.743,0.0,4,0.748,6,0.108,0,0.165,9,Champagne Poetry
9,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,4,3836406,173.98666,0,0,22050,1,0.0,166.64961,-5.609,103.967,0.682,4,1.0,1,0.461,1,0.468,9,One Dance
10,0.84,0.744,1,-4.751,1,0.113,0.0181,0.0,0.629,0.171,83.737,204347,4,4505843,204.34662,0,0,22050,1,0.0,204.34662,-4.751,83.737,0.076,4,0.963,1,0.405,1,0.358,9,No Friends In The Industry
11,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,4,4805254,217.92535,0,0,22050,1,0.0,213.3101,-5.833,91.03,0.047,4,1.0,1,0.0,1,0.181,9,In My Feelings
12,0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006,192956,4,4254681,192.95605,0,0,22050,1,0.19841,189.7883,-6.349,136.006,0.064,4,1.0,1,0.013,1,0.397,9,Wants and Needs (feat. Lil Baby)
13,0.758,0.447,11,-9.386,1,0.0291,0.669,0.114,0.14,0.756,115.013,167560,3,3694698,167.56,0,0,22050,1,0.16712,161.91273,-9.386,115.013,0.785,3,1.0,11,0.592,1,0.551,9,Drake
14,0.568,0.56,9,-9.059,1,0.42,0.228,3.05e-06,0.39,0.246,130.019,308756,4,6808062,308.75565,0,0,22050,1,2.00853,308.75565,-9.059,130.019,0.233,4,0.951,9,0.36,1,0.356,9,TSU
15,0.833,0.498,10,-5.196,0,0.117,0.0493,0.0,0.119,0.259,139.928,153406,4,3382608,153.40627,0,0,22050,1,0.0,149.74548,-5.196,139.928,0.473,4,1.0,10,0.042,0,0.284,9,Over The Top (feat. Drake)
16,0.761,0.448,11,-9.379,1,0.0291,0.66,0.122,0.15,0.773,115.034,167560,3,3694698,167.56,0,0,22050,1,0.16717,161.91273,-9.379,115.034,0.793,3,1.0,11,0.592,1,0.55,9,Drake
17,0.686,0.385,7,-8.35,0,0.297,0.614,0.0,0.131,0.147,143.07,296568,4,6539335,296.56848,0,0,22050,1,0.0,293.48862,-8.35,143.07,0.411,4,0.97,7,0.356,0,0.496,9,In The Bible (with Lil Durk & Giveon)
18,0.797,0.525,1,-9.259,1,0.4,0.00283,0.0,0.19,0.334,140.188,133867,4,2951760,133.86667,0,0,22050,1,0.44934,129.27129,-9.259,140.188,0.825,4,0.788,1,0.37,1,0.345,9,Drake
19,0.701,0.741,2,-6.157,1,0.313,0.112,0.0,0.699,0.588,140.177,178623,4,3938640,178.62312,0,0,22050,1,0.0,175.69958,-6.157,140.177,0.562,4,0.823,2,0.229,1,0.369,9,Papi’s Home
20,0.783,0.563,1,-8.032,1,0.222,0.332,0.0,0.107,0.762,160.08,182676,4,4028000,182.67574,0,0,22050,1,0.0,166.92245,-8.032,160.08,0.782,4,0.646,1,0.395,1,0.437,9,Drake
21,0.507,0.429,2,-7.726,1,0.326,0.0518,0.0,0.109,0.0744,91.0,273578,3,6032388,273.5777,0,0,22050,1,0.0,257.2713,-7.726,91.0,0.127,3,0.796,2,0.009,1,0.363,9,N 2 Deep
22,0.859,0.471,10,-10.711,1,0.5,0.338,1.1e-06,0.145,0.471,130.072,194560,4,4290048,194.56,0,0,22050,1,0.0,194.56,-10.711,130.072,0.72,4,0.84,10,0.367,1,0.308,9,Drake
23,0.73,0.576,2,-5.442,1,0.287,0.354,3.59e-05,0.15,0.155,92.131,228461,4,5037572,228.46132,0,0,22050,1,0.0,209.83873,-5.442,92.131,0.454,4,0.967,2,0.142,1,0.252,9,Love All (with JAY-Z)
24,0.887,0.485,11,-9.358,0,0.2,0.0392,0.0,0.141,0.328,125.987,215693,4,4756038,215.69333,0,0,22050,1,0.31932,206.87819,-9.358,125.987,0.762,4,0.883,11,0.475,0,0.434,9,Solid (feat. Drake)
25,0.889,0.657,8,-7.265,0,0.37,0.178,0.0,0.0943,0.856,118.128,130194,4,2870784,130.19429,0,0,22050,1,0.0,119.00807,-7.265,118.128,0.316,4,1.0,8,0.346,0,0.247,9,Drake
26,0.518,0.69,9,-6.15,1,0.107,0.128,0.0,0.176,0.59,77.837,205721,4,4536156,205.72136,0,0,22050,1,0.0,200.31854,-6.15,77.837,0.436,4,0.988,9,0.338,1,0.432,9,Pipe Down
27,0.822,0.535,1,-5.579,0,0.0939,0.000897,0.0,0.0589,0.649,139.016,182935,4,4033714,182.93488,0,0,22050,1,0.43605,178.88654,-5.579,139.016,0.772,4,1.0,1,0.526,0,0.672,9,Drake
28,0.59,0.493,7,-8.704,0,0.0367,0.402,0.00504,0.129,0.0498,150.026,252379,4,5564949,252.37865,0,0,22050,1,0.0,248.69733,-8.704,150.026,0.328,4,0.995,7,0.195,0,0.385,9,IMY2 (with Kid Cudi)
29,0.862,0.33,2,-14.844,1,0.405,0.285,0.0,0.319,0.487,127.011,189675,4,4182336,189.6751,0,0,22050,1,0.0,168.68716,-14.844,127.011,0.469,4,0.944,2,0.143,1,0.476,9,Drake
30,0.724,0.531,5,-4.108,0,0.298,0.225,0.0,0.11,0.141,89.901,239635,4,5283954,239.6351,0,0,22050,1,0.0,234.13841,-4.108,89.901,0.396,4,1.0,5,0.685,0,0.504,9,7am On Bridle Path
31,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522,4,3980511,180.52203,0,0,22050,1,0.19007,162.18558,-6.365,86.003,0.056,4,0.947,4,0.54,0,0.523,9,Going Bad (feat. Drake)
32,0.519,0.45,10,-15.346,1,0.95,0.879,0.0,0.8,0.607,72.646,207296,4,4570871,207.29575,0,0,22050,1,0.53937,207.29573,-15.346,72.646,0.031,4,0.307,10,0.235,1,0.199,9,Drake
33,0.488,0.635,10,-7.19,1,0.26,0.179,8.16e-06,0.156,0.783,174.072,269884,4,5950942,269.884,0,0,22050,1,0.0,263.0937,-7.19,174.072,0.115,4,1.0,10,0.422,1,0.405,9,Race My Mind
34,0.849,0.504,8,-9.704,0,0.357,0.261,0.0,0.0635,0.54,121.031,190920,4,4209786,190.92,0,0,22050,1,0.10884,173.56335,-9.704,121.031,0.377,4,1.0,8,0.0,0,0.0,9,Drake
35,0.519,0.851,7,-6.001,1,0.29,0.118,0.0,0.178,0.711,123.823,213104,5,4698943,213.10399,0,0,22050,1,0.0,204.89288,-6.001,123.823,0.071,5,0.976,7,0.757,1,0.6,9,You Only Live Twice (with Lil Wayne & Rick Ross)
36,0.627,0.615,2,-8.778,1,0.0281,0.215,0.0145,0.106,0.424,132.966,364280,4,8032374,364.28,0,0,22050,1,0.17342,345.26913,-8.778,132.966,0.891,4,0.981,2,0.809,1,0.812,9,Drake
37,0.476,0.161,8,-11.665,0,0.0407,0.967,0.0381,0.109,0.0908,119.614,133763,4,2949472,133.7629,0,0,22050,1,0.0,116.57578,-11.665,119.614,0.115,4,0.953,8,0.652,0,0.53,9,Yebba’s Heartbreak
38,0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,260640,4,5747112,260.64,0,0,22050,1,0.0,253.06848,-6.756,92.928,0.336,4,0.892,1,0.68,0,0.646,9,No Guidance (feat. Drake)
39,0.822,0.535,1,-5.579,0,0.0939,0.000897,0.0,0.0589,0.649,139.016,182935,4,4033714,182.93488,0,0,22050,1,0.43605,178.88654,-5.579,139.016,0.772,4,1.0,1,0.526,0,0.672,9,Drake
40,0.627,0.886,0,-4.922,1,0.252,0.000653,2.96e-06,0.241,0.538,99.657,147618,4,3254976,147.61797,0,0,22050,1,0.0,143.33098,-4.922,99.657,0.421,4,1.0,0,0.137,1,0.349,9,Drake
41,0.74,0.564,8,-6.71,1,0.0688,0.0126,0.0,0.126,0.129,158.114,152025,4,3352147,152.02481,0,0,22050,1,3.41914,147.21451,-6.71,158.114,0.525,4,1.0,8,0.0,1,0.171,9,Betrayal (feat. Drake)
